temperature_celsius,rainfall_mm,soil_type,crop_variety,season,irrigation_type,region,fertilizer_kg_per_acre,sunlight_hours,crop_yield_ton_per_acre
27.15,375.86,Sandy,Rice,Zaid,Rainfed,South,112.29,7.94,8.824
35.93,1116.09,Loamy,Rice,Kharif,Drip,West,106.9,5.5,10.57
29.62,1388.22,Clay,Wheat,Zaid,Rainfed,Central,135.95,9.16,14.019
21.5,525.94,Clay,Rice,Rabi,Sprinkler,South,184.76,4.13,9.311
32.05,603.29,Loamy,Sorghum,Kharif,Sprinkler,North,139.2,8.21,11.613
18.33,684.21,Sandy,Maize,Rabi,Flood,East,171.35,4.42,9.475
30.7,1386.58,Loamy,Wheat,Kharif,Sprinkler,Central,82.59,8.98,12.824
27.99,391.23,Sandy,Wheat,Kharif,Flood,East,176.98,9.25,11.435
23.31,404.59,Sandy,Barley,Kharif,Sprinkler,South,12.88,4.18,6.194
26.23,462.35,Silty,Rice,Zaid,Sprinkler,West,12.13,7.09,6.322
36.62,647.09,Loamy,Wheat,Zaid,Sprinkler,East,73.91,9.97,10.012
33.33,592.16,Clay,Sorghum,Zaid,Sprinkler,East,93.18,6.95,8.883
17.3,935.04,Loamy,Wheat,Kharif,Rainfed,North,67.27,7.8,10.038
24.11,1116.23,Clay,Barley,Zaid,Sprinkler,West,131.76,5.31,11.198
36.01,1198.46,Clay,Maize,Kharif,Drip,North,84.35,7.77,12.234
33.56,868.25,Loamy,Wheat,Kharif,Rainfed,North,147.05,7.66,11.923
36.53,815.66,Clay,Rice,Kharif,Sprinkler,Central,66.94,5.52,9.972
23.01,1183.92,Sandy,Barley,Rabi,Sprinkler,North,59.34,10.74,10.583
38.49,308.52,Clay,Maize,Zaid,Flood,Central,164.72,5.04,9.92
39.87,1318.87,Clay,Wheat,Rabi,Rainfed,Central,50.84,4.8,12.498
17.67,791.47,Loamy,Wheat,Kharif,Flood,West,18.39,4.06,7.701
35.17,984.21,Clay,Rice,Kharif,Sprinkler,East,120.23,7.34,12.749
23.7,1410.52,Sandy,Wheat,Rabi,Flood,North,98.42,7.02,11.884
20.58,1261.36,Loamy,Rice,Kharif,Rainfed,East,112.31,9.11,13.129
34.2,768.71,Clay,Maize,Kharif,Drip,Central,151.28,7.91,11.865
31.07,662.82,Clay,Wheat,Rabi,Flood,South,16.93,8.54,8.452
26.84,1115.68,Clay,Barley,Kharif,Flood,West,184.05,10.2,16.036
36.5,1316.93,Peaty,Maize,Rabi,Sprinkler,West,143.77,10.66,13.848
37.21,889.46,Sandy,Barley,Rabi,Flood,West,135.68,7.75,12.784
35.9,899.42,Loamy,Barley,Rabi,Rainfed,West,115.23,9.04,10.658
34.75,1446.61,Silty,Rice,Rabi,Flood,East,59.63,11.45,13.197
15.66,1190.21,Silty,Wheat,Kharif,Flood,East,111.61,4.75,10.108
17.26,1361.42,Loamy,Wheat,Zaid,Drip,West,193.84,4.5,13.47
25.68,255.02,Silty,Wheat,Rabi,Flood,West,168.6,7.9,10.435
23.19,309.84,Loamy,Maize,Zaid,Flood,Central,80.2,10.16,8.447
18.03,980.4,Clay,Maize,Kharif,Drip,North,147.12,10.39,12.294
32.94,1093.03,Loamy,Wheat,Rabi,Rainfed,South,133.03,7.5,11.725
31.92,550.75,Loamy,Wheat,Rabi,Sprinkler,East,35.41,7.66,8.803
38.23,960.72,Silty,Barley,Kharif,Drip,Central,73.96,9.91,12.201
39.52,316.81,Sandy,Barley,Rabi,Drip,North,35.09,11.79,8.328
36.96,1395.68,Loamy,Barley,Rabi,Sprinkler,South,45.14,4.85,11.763
33.48,642.24,Clay,Barley,Zaid,Sprinkler,South,125.92,11.76,10.939
25.6,872.64,Sandy,Wheat,Kharif,Drip,South,53.93,10.31,11.346
17.7,1014.56,Sandy,Wheat,Rabi,Sprinkler,South,127.7,5.53,10.745
28.46,821.15,Clay,Barley,Rabi,Sprinkler,South,69.95,6.68,8.742
38.53,1101.36,Silty,Maize,Zaid,Drip,Central,89.87,7.11,11.834
20.57,229.44,Silty,Rice,Zaid,Sprinkler,Central,162.1,4.96,8.862
30.61,360.53,Sandy,Maize,Kharif,Drip,South,139.68,6.56,9.752
26.11,467.8,Silty,Sorghum,Kharif,Flood,East,121.72,8.23,9.859
34.29,1464.2,Peaty,Wheat,Kharif,Flood,East,198.17,11.45,15.622
29.37,1064.39,Loamy,Maize,Kharif,Flood,North,10.64,4.72,8.394
16.35,595.33,Sandy,Sorghum,Kharif,Drip,Central,29.86,7.3,8.787
27.46,864.92,Loamy,Rice,Rabi,Flood,West,132.42,9.13,11.811
27.08,782.43,Sandy,Sorghum,Rabi,Drip,Central,90.75,4.84,9.941
26.29,523.78,Loamy,Wheat,Kharif,Sprinkler,North,55.47,10.33,9.051
31.64,394.92,Loamy,Rice,Rabi,Rainfed,Central,34.44,9.44,9.023
23.14,528.01,Sandy,Wheat,Rabi,Flood,South,35.28,10.94,8.124
29.95,248.14,Loamy,Rice,Kharif,Drip,West,142.64,9.04,9.547
24.43,299.06,Loamy,Rice,Rabi,Flood,Central,181.11,8.18,10.666
24.79,1243.69,Loamy,Rice,Kharif,Sprinkler,East,165.75,6.39,14.026
24.87,844.89,Sandy,Sorghum,Rabi,Sprinkler,North,123.27,4.91,10.185
29.4,377.98,Silty,Rice,Rabi,Sprinkler,West,93.51,6.62,9.473
17.72,309.62,Clay,Wheat,Kharif,Rainfed,East,12.28,11.46,7.606
30.86,1280.73,Loamy,Rice,Rabi,Drip,North,68.15,10.45,12.939
20.26,550.26,Loamy,Maize,Zaid,Drip,North,23.62,11.7,8.343
31.84,576.65,Clay,Wheat,Rabi,Drip,Central,98.36,5.28,8.776
32.61,1344.65,Silty,Maize,Kharif,Drip,South,39.82,8.28,10.952
18.04,855.78,Loamy,Sorghum,Kharif,Flood,West,124.97,10.12,11.62
37.3,1312.18,Clay,Rice,Kharif,Sprinkler,West,95.37,9.98,13.352
17.7,1233.8,Silty,Maize,Kharif,Sprinkler,South,98.95,6.78,11.519
25.91,962.94,Silty,Sorghum,Kharif,Rainfed,South,147.3,5.03,10.716
26.14,463.65,Peaty,Barley,Kharif,Sprinkler,West,110.32,7.29,9.127
16.27,300.53,Loamy,Maize,Kharif,Sprinkler,West,115.06,10.35,10.81
35.72,1273.43,Loamy,Wheat,Kharif,Sprinkler,West,56.96,10.74,12.706
15.38,1372.73,Silty,Wheat,Rabi,Sprinkler,East,12.04,9.68,11.392
18.11,510.1,Sandy,Rice,Kharif,Drip,Central,140.11,6.63,9.64
27.68,378.45,Loamy,Maize,Rabi,Flood,North,127.85,8.71,8.579
32.12,776.84,Sandy,Wheat,Zaid,Rainfed,West,79.47,9.23,10.991
27.57,499.15,Sandy,Wheat,Kharif,Sprinkler,East,184.75,10.01,10.404
39.26,882.01,Peaty,Sorghum,Rabi,Flood,North,104.42,7.01,12.016
27.78,1083.77,Loamy,Barley,Zaid,Rainfed,East,41.3,8.34,10.198
39.6,1458.26,Loamy,Maize,Rabi,Sprinkler,East,66.75,10.63,13.431
19.72,1100.54,Sandy,Barley,Zaid,Rainfed,East,174.35,6.7,11.888
30.05,955.68,Sandy,Barley,Rabi,Drip,East,62.62,10.12,9.747
26.99,639.6,Sandy,Barley,Kharif,Flood,South,10.02,9.5,8.412
25.49,970.87,Peaty,Wheat,Rabi,Rainfed,North,98.62,4.34,9.673
25.11,987.11,Silty,Wheat,Rabi,Drip,East,33.3,6.97,10.529
33.2,320.63,Loamy,Sorghum,Rabi,Sprinkler,East,107.69,11.89,10.384
15.37,615.19,Loamy,Rice,Rabi,Sprinkler,North,113.66,4.75,7.479
21.76,279.58,Silty,Wheat,Zaid,Sprinkler,North,146.63,7.1,9.75
29.45,420.19,Sandy,Maize,Rabi,Sprinkler,North,28.21,8.58,7.543
25.17,958.91,Sandy,Rice,Rabi,Flood,West,155.54,6.94,12.163
23.21,1358.43,Loamy,Rice,Kharif,Rainfed,West,193.74,8.02,14.72
35.14,1153.52,Loamy,Rice,Zaid,Flood,West,89.38,5.98,11.005
33.32,511.51,Silty,Barley,Kharif,Flood,East,110.75,6.78,8.07
35.71,1056.53,Silty,Rice,Rabi,Drip,West,103.54,10.55,11.695
31.61,984.62,Silty,Barley,Kharif,Rainfed,South,40.12,9.0,10.116
23.3,1472.53,Loamy,Wheat,Rabi,Rainfed,North,89.22,8.39,13.553
33.7,609.0,Loamy,Barley,Kharif,Drip,South,65.28,9.93,10.321
36.16,955.01,Clay,Wheat,Rabi,Flood,South,169.63,9.16,13.849
24.34,222.76,Peaty,Sorghum,Rabi,Flood,Central,64.55,9.72,6.598
29.35,657.08,Silty,Wheat,Kharif,Rainfed,Central,87.25,9.51,8.897
34.24,587.62,Loamy,Wheat,Kharif,Drip,West,18.82,11.24,9.393
27.08,558.48,Silty,Wheat,Kharif,Drip,Central,13.94,7.63,6.402
23.86,482.95,Silty,Barley,Kharif,Sprinkler,West,98.78,6.19,9.188
30.75,1394.86,Sandy,Rice,Kharif,Rainfed,South,20.13,7.83,11.454
39.72,452.71,Loamy,Rice,Rabi,Flood,West,21.14,8.47,9.131
33.98,1071.79,Peaty,Wheat,Rabi,Flood,North,183.28,9.52,14.245
20.41,752.7,Sandy,Rice,Kharif,Flood,East,104.78,11.42,10.885
34.8,669.97,Clay,Sorghum,Kharif,Drip,East,53.84,10.72,10.041
18.28,1084.76,Peaty,Barley,Zaid,Drip,Central,20.05,4.39,7.773
32.45,919.47,Silty,Rice,Kharif,Sprinkler,Central,183.57,11.87,15.366
29.58,1017.28,Clay,Wheat,Zaid,Drip,East,119.41,5.54,10.126
28.86,1189.38,Loamy,Wheat,Kharif,Drip,East,156.59,10.96,14.331
32.32,906.68,Loamy,Rice,Zaid,Rainfed,East,31.46,11.41,10.069
32.2,485.78,Silty,Rice,Kharif,Sprinkler,North,18.81,10.8,7.389
22.38,1441.58,Loamy,Maize,Kharif,Sprinkler,South,197.67,5.27,15.117
38.63,841.09,Loamy,Maize,Rabi,Flood,North,199.67,11.7,12.941
15.23,1410.64,Loamy,Wheat,Kharif,Sprinkler,West,34.71,7.46,10.237
20.1,583.71,Loamy,Rice,Zaid,Sprinkler,North,93.46,8.06,9.552
30.29,746.62,Clay,Barley,Rabi,Rainfed,East,97.64,9.52,12.094
32.19,402.18,Clay,Wheat,Rabi,Rainfed,Central,173.9,5.92,9.928
18.25,1202.48,Sandy,Rice,Kharif,Flood,North,182.73,4.92,11.156
33.77,678.31,Peaty,Rice,Rabi,Drip,Central,47.44,10.87,9.955
32.68,790.39,Loamy,Barley,Kharif,Flood,East,90.63,5.88,10.225
21.89,767.73,Loamy,Rice,Kharif,Flood,North,119.32,5.57,9.26
28.53,340.49,Peaty,Barley,Kharif,Sprinkler,South,146.85,6.45,8.72
37.42,1413.86,Clay,Barley,Rabi,Rainfed,East,23.64,11.82,13.881
19.7,292.65,Clay,Barley,Zaid,Flood,Central,195.09,5.52,10.038
28.55,1085.98,Sandy,Rice,Rabi,Flood,South,117.83,7.48,11.69
19.89,900.44,Peaty,Barley,Kharif,Sprinkler,East,82.46,9.1,11.087
22.12,1135.59,Silty,Barley,Rabi,Sprinkler,South,111.27,6.01,11.14
15.57,293.1,Clay,Wheat,Rabi,Rainfed,East,122.2,8.22,6.75
36.27,811.11,Clay,Rice,Kharif,Flood,West,147.11,10.13,13.131
25.55,1386.44,Clay,Maize,Kharif,Sprinkler,North,117.14,4.45,11.036
38.61,1046.88,Peaty,Maize,Kharif,Sprinkler,North,150.91,11.77,12.585
38.01,747.4,Loamy,Sorghum,Rabi,Flood,West,90.04,4.38,9.837
19.69,223.28,Silty,Wheat,Kharif,Drip,Central,105.82,7.92,8.28
16.36,763.22,Silty,Maize,Kharif,Flood,Central,47.07,11.4,9.942
28.86,856.01,Peaty,Maize,Kharif,Flood,Central,120.41,10.38,12.448
20.84,893.41,Loamy,Maize,Kharif,Sprinkler,West,77.84,9.49,10.954
28.18,690.37,Sandy,Barley,Kharif,Rainfed,Central,147.18,7.95,11.568
27.85,1055.6,Loamy,Rice,Kharif,Flood,East,173.02,11.39,14.131
32.88,1389.24,Silty,Maize,Zaid,Sprinkler,East,151.03,7.68,14.489
15.32,1452.81,Peaty,Rice,Kharif,Flood,South,22.62,10.17,10.321
15.66,972.08,Sandy,Rice,Rabi,Drip,Central,97.59,6.91,9.741
34.72,516.02,Loamy,Wheat,Zaid,Drip,West,101.78,11.46,11.752
35.46,454.78,Silty,Maize,Kharif,Flood,North,111.64,9.75,11.743
37.21,437.55,Sandy,Barley,Rabi,Sprinkler,North,48.2,10.92,10.465
36.03,1020.13,Sandy,Wheat,Zaid,Rainfed,Central,72.59,11.26,12.169
19.79,1470.25,Sandy,Barley,Rabi,Flood,East,135.48,4.83,11.825
39.15,865.2,Loamy,Wheat,Rabi,Sprinkler,North,152.91,8.2,12.198
33.16,1147.56,Sandy,Sorghum,Zaid,Rainfed,North,28.44,9.33,11.583
24.55,672.03,Silty,Rice,Rabi,Sprinkler,Central,78.33,5.83,8.476
24.8,965.14,Loamy,Rice,Kharif,Sprinkler,East,177.81,9.26,12.976
39.48,1444.09,Peaty,Barley,Kharif,Flood,West,74.49,11.04,15.548
22.94,240.88,Silty,Wheat,Rabi,Drip,Central,177.64,9.3,10.586
33.8,1286.03,Loamy,Wheat,Kharif,Flood,West,179.73,5.05,14.572
31.76,259.87,Clay,Barley,Rabi,Drip,East,12.75,9.08,5.098
29.22,1492.94,Sandy,Wheat,Rabi,Sprinkler,North,20.1,10.04,12.537
36.63,502.59,Silty,Rice,Zaid,Rainfed,North,163.44,7.96,11.685
21.05,263.36,Loamy,Barley,Rabi,Sprinkler,East,198.87,5.41,9.464
29.76,1199.76,Clay,Maize,Rabi,Flood,West,90.81,11.68,12.796
19.46,633.22,Loamy,Barley,Rabi,Drip,North,153.29,11.46,12.378
20.98,1135.79,Silty,Sorghum,Kharif,Sprinkler,West,130.84,11.57,12.412
29.13,743.58,Silty,Wheat,Rabi,Flood,North,104.24,6.91,9.832
17.29,818.15,Silty,Rice,Rabi,Sprinkler,East,113.7,5.43,9.936
37.98,1129.44,Peaty,Wheat,Rabi,Flood,South,149.74,9.31,13.434
18.4,948.26,Loamy,Barley,Zaid,Drip,Central,181.0,5.66,11.104
16.43,896.46,Loamy,Barley,Rabi,Sprinkler,West,60.43,7.03,8.471
20.41,211.71,Clay,Barley,Zaid,Sprinkler,West,161.67,6.59,9.691
39.71,586.6,Loamy,Wheat,Zaid,Rainfed,Central,37.3,4.25,7.004
28.98,938.2,Loamy,Maize,Rabi,Rainfed,Central,167.97,10.07,12.884
28.69,1411.04,Sandy,Maize,Zaid,Rainfed,South,155.35,5.52,12.842
28.99,837.64,Sandy,Rice,Kharif,Flood,East,170.75,7.59,11.725
22.43,1339.47,Silty,Rice,Rabi,Sprinkler,South,182.11,4.34,13.223
22.19,448.02,Sandy,Wheat,Kharif,Rainfed,East,170.78,7.26,9.048
16.61,1078.26,Sandy,Wheat,Rabi,Drip,East,123.25,4.54,11.38
30.88,1353.62,Sandy,Wheat,Rabi,Rainfed,South,107.89,8.57,12.382
38.65,533.35,Silty,Barley,Rabi,Drip,Central,184.08,5.94,11.048
39.07,806.5,Clay,Sorghum,Rabi,Sprinkler,West,73.72,11.19,12.881
24.22,1488.69,Clay,Wheat,Zaid,Sprinkler,South,32.13,6.27,11.476
36.1,533.21,Clay,Barley,Rabi,Drip,East,115.96,4.76,10.83
19.23,239.95,Silty,Wheat,Kharif,Flood,East,140.77,8.15,8.332
15.02,507.47,Clay,Wheat,Kharif,Rainfed,West,84.85,9.5,9.032
21.6,483.26,Loamy,Rice,Rabi,Sprinkler,Central,143.83,9.39,8.113
35.28,1288.44,Loamy,Barley,Rabi,Flood,Central,116.66,10.45,13.409
22.85,1365.04,Sandy,Wheat,Kharif,Rainfed,East,110.24,10.84,14.67
27.73,913.22,Sandy,Wheat,Rabi,Flood,Central,23.67,5.07,8.933
31.66,1456.5,Loamy,Barley,Kharif,Sprinkler,West,154.86,10.25,15.424
34.78,1284.61,Clay,Wheat,Rabi,Drip,South,144.57,9.57,14.297
26.42,1426.06,Sandy,Barley,Rabi,Drip,South,82.62,4.02,11.313
27.24,661.9,Loamy,Barley,Rabi,Drip,East,119.85,10.76,10.431
22.34,1404.99,Clay,Maize,Zaid,Flood,East,15.55,6.43,10.871
23.82,1375.19,Loamy,Rice,Rabi,Flood,South,85.45,6.71,10.738
19.33,386.55,Sandy,Maize,Kharif,Sprinkler,Central,17.6,4.33,5.7
25.47,354.34,Clay,Barley,Rabi,Flood,Central,39.41,8.55,8.255
18.01,602.5,Clay,Wheat,Kharif,Flood,Central,111.89,7.78,8.984
23.84,636.68,Sandy,Wheat,Rabi,Flood,South,67.98,5.23,7.821
33.57,226.68,Loamy,Rice,Kharif,Sprinkler,Central,179.69,4.89,9.519
36.11,677.95,Silty,Maize,Kharif,Sprinkler,North,57.07,6.5,8.347
26.45,1329.3,Loamy,Sorghum,Zaid,Flood,East,194.54,10.91,15.199
35.43,1191.23,Clay,Barley,Rabi,Drip,Central,137.02,7.71,12.037
33.22,636.09,Loamy,Maize,Zaid,Flood,East,95.27,9.13,11.053
15.74,1254.04,Peaty,Barley,Rabi,Drip,North,51.05,6.23,10.546
25.97,530.95,Clay,Rice,Zaid,Flood,West,155.37,8.83,11.029
19.98,1040.24,Sandy,Sorghum,Rabi,Sprinkler,South,17.09,10.52,9.581
18.52,1022.88,Clay,Barley,Zaid,Drip,Central,124.97,8.83,12.392
25.52,773.3,Loamy,Rice,Zaid,Sprinkler,Central,122.15,7.77,11.213
26.42,565.43,Clay,Maize,Kharif,Flood,Central,70.73,6.16,8.269
35.14,768.47,Peaty,Rice,Rabi,Drip,South,98.43,7.91,9.476
15.99,1474.42,Loamy,Rice,Kharif,Sprinkler,East,49.99,6.6,11.268
33.15,1140.5,Loamy,Sorghum,Kharif,Sprinkler,West,111.93,7.74,11.685
17.36,756.8,Sandy,Barley,Rabi,Sprinkler,Central,76.62,5.26,7.391
35.22,575.31,Sandy,Maize,Kharif,Rainfed,East,169.33,10.14,12.592
23.93,718.19,Clay,Sorghum,Kharif,Drip,South,42.79,4.59,7.788
28.38,438.22,Silty,Sorghum,Kharif,Drip,Central,198.2,10.85,12.001
36.17,640.42,Sandy,Wheat,Kharif,Drip,South,112.04,6.23,10.308
37.33,317.06,Sandy,Wheat,Zaid,Sprinkler,North,22.05,8.62,6.767
21.45,618.76,Sandy,Sorghum,Rabi,Flood,North,102.74,6.25,7.686
23.3,592.66,Clay,Wheat,Kharif,Drip,East,115.06,10.0,10.854
16.57,741.92,Sandy,Rice,Zaid,Rainfed,Central,94.56,5.81,8.217
21.61,821.92,Sandy,Maize,Rabi,Sprinkler,East,152.41,9.99,12.239
19.86,1067.16,Peaty,Rice,Rabi,Drip,North,90.19,6.48,10.475
21.72,628.65,Silty,Sorghum,Rabi,Sprinkler,East,84.57,9.86,9.853
36.84,488.84,Sandy,Rice,Kharif,Rainfed,South,179.55,9.27,11.856
28.3,1370.91,Silty,Maize,Rabi,Drip,North,158.49,10.61,14.715
39.13,334.18,Clay,Barley,Kharif,Drip,South,44.35,6.42,6.504
39.04,1079.47,Loamy,Rice,Zaid,Rainfed,East,129.07,6.53,11.169
30.96,465.78,Silty,Barley,Kharif,Rainfed,East,187.93,11.78,12.549
26.84,506.47,Sandy,Sorghum,Kharif,Flood,Central,52.59,8.28,6.712
23.79,647.27,Clay,Barley,Kharif,Sprinkler,Central,10.26,5.71,7.288
34.35,642.85,Silty,Maize,Kharif,Flood,East,189.18,9.67,12.982
29.03,1419.27,Loamy,Barley,Rabi,Flood,South,131.18,11.0,13.574
29.64,783.71,Peaty,Wheat,Kharif,Sprinkler,South,48.45,6.47,7.693
27.97,940.77,Clay,Sorghum,Kharif,Drip,North,86.0,9.68,10.419
28.62,1150.22,Clay,Maize,Kharif,Sprinkler,South,46.78,5.82,9.247
35.32,209.56,Clay,Wheat,Zaid,Sprinkler,West,147.42,10.67,10.913
15.72,1396.23,Sandy,Rice,Kharif,Sprinkler,West,57.9,7.99,11.735
17.74,439.26,Clay,Maize,Rabi,Drip,East,14.62,5.94,5.631
22.22,875.83,Loamy,Wheat,Zaid,Drip,West,30.1,11.98,10.043
15.34,702.71,Clay,Wheat,Kharif,Rainfed,East,33.43,7.45,7.975
25.84,1263.68,Loamy,Maize,Rabi,Drip,Central,193.9,11.99,15.365
19.22,681.5,Loamy,Sorghum,Rabi,Drip,North,41.81,5.15,8.513
35.3,1321.19,Clay,Rice,Kharif,Sprinkler,North,62.65,7.82,12.756
17.92,644.23,Loamy,Barley,Rabi,Drip,North,182.19,5.55,10.369
19.93,1090.97,Peaty,Wheat,Kharif,Rainfed,South,69.53,10.48,12.062
30.06,478.98,Sandy,Barley,Rabi,Sprinkler,West,73.05,11.71,9.64
22.97,773.39,Loamy,Sorghum,Zaid,Flood,East,81.59,7.15,10.191
38.0,806.36,Sandy,Maize,Zaid,Rainfed,Central,35.65,6.79,9.589
20.56,1334.76,Peaty,Rice,Zaid,Flood,East,185.65,11.68,14.287
24.04,1363.83,Silty,Wheat,Kharif,Flood,North,88.8,9.08,12.799
17.21,612.82,Peaty,Sorghum,Rabi,Rainfed,East,39.38,11.92,9.811
32.93,564.24,Sandy,Rice,Rabi,Flood,East,48.89,9.61,8.97
27.67,758.28,Sandy,Barley,Rabi,Sprinkler,North,128.1,8.15,10.13
23.8,1262.96,Clay,Wheat,Zaid,Flood,Central,38.65,5.56,12.429
21.09,292.98,Clay,Rice,Rabi,Flood,North,78.0,10.22,8.291
26.85,1451.27,Peaty,Barley,Rabi,Rainfed,North,43.45,4.04,9.919
23.57,1252.23,Loamy,Wheat,Kharif,Flood,South,168.73,8.45,12.392
37.82,1239.66,Loamy,Wheat,Zaid,Sprinkler,West,141.25,5.65,13.816
19.63,914.05,Clay,Rice,Kharif,Flood,West,148.51,11.93,13.484
30.19,672.92,Peaty,Barley,Kharif,Sprinkler,South,157.14,8.66,11.281
31.71,1489.92,Clay,Rice,Rabi,Flood,North,95.65,9.11,14.697
39.92,1297.37,Loamy,Maize,Kharif,Sprinkler,West,196.66,5.08,14.862
16.8,1253.0,Loamy,Maize,Rabi,Sprinkler,Central,97.9,5.31,9.568
20.28,425.2,Silty,Wheat,Rabi,Drip,East,167.87,7.79,10.17
34.27,1402.27,Silty,Wheat,Kharif,Flood,West,30.31,4.32,11.708
18.49,436.89,Loamy,Rice,Rabi,Flood,North,14.02,7.28,6.742
20.53,345.51,Loamy,Wheat,Zaid,Flood,South,117.11,6.24,8.527
34.58,1177.32,Loamy,Maize,Zaid,Flood,South,56.1,9.67,12.754
27.7,1376.04,Silty,Rice,Zaid,Sprinkler,East,175.75,4.26,14.434
25.27,297.0,Clay,Maize,Kharif,Drip,South,64.43,6.09,7.458
35.02,467.1,Sandy,Barley,Kharif,Flood,East,24.09,11.62,9.72
26.39,1037.56,Silty,Barley,Rabi,Drip,North,86.46,11.23,12.5
31.44,1275.66,Silty,Barley,Rabi,Drip,North,106.29,10.33,12.304
19.2,1405.13,Loamy,Maize,Rabi,Rainfed,West,192.5,4.41,14.083
28.97,1017.56,Clay,Rice,Kharif,Flood,South,64.41,11.29,12.193
20.46,591.62,Silty,Wheat,Kharif,Sprinkler,South,83.39,8.65,7.881
34.02,744.62,Peaty,Rice,Kharif,Rainfed,West,58.19,4.71,9.69
17.47,289.43,Loamy,Barley,Rabi,Flood,North,19.02,6.99,5.717
15.81,1306.9,Sandy,Sorghum,Rabi,Drip,South,147.39,6.5,12.44
23.36,1046.24,Sandy,Wheat,Zaid,Flood,Central,64.5,11.95,12.265
30.38,515.99,Loamy,Wheat,Kharif,Sprinkler,West,122.88,4.3,9.023
31.33,491.44,Clay,Wheat,Rabi,Drip,West,141.89,6.27,10.988
17.36,1339.29,Clay,Wheat,Zaid,Sprinkler,West,76.31,6.67,11.702
27.67,1401.16,Peaty,Wheat,Kharif,Sprinkler,East,44.45,7.14,12.514
33.87,680.59,Loamy,Rice,Kharif,Flood,South,193.07,11.16,12.191
22.69,1267.23,Loamy,Rice,Zaid,Drip,North,86.81,4.66,10.679
16.53,1494.53,Sandy,Sorghum,Rabi,Flood,East,150.31,11.88,14.056
28.27,200.98,Clay,Wheat,Kharif,Sprinkler,West,58.47,9.97,8.084
19.5,1423.17,Clay,Barley,Kharif,Flood,North,21.47,9.07,11.063
15.57,1468.54,Clay,Maize,Kharif,Drip,East,171.27,8.29,13.733
33.81,1148.14,Silty,Wheat,Zaid,Drip,South,63.15,10.91,12.536
24.45,1372.15,Silty,Barley,Rabi,Drip,North,159.94,4.37,13.018
17.3,1385.93,Peaty,Sorghum,Rabi,Drip,East,160.04,5.4,11.47
29.05,508.99,Peaty,Wheat,Rabi,Flood,North,51.22,10.83,8.548
29.16,228.88,Clay,Sorghum,Rabi,Sprinkler,South,140.89,5.8,7.601
34.06,933.13,Clay,Wheat,Kharif,Flood,East,161.69,8.14,12.254
23.96,952.49,Loamy,Wheat,Zaid,Drip,South,22.09,10.98,11.268
23.56,1047.68,Sandy,Rice,Rabi,Drip,Central,158.99,11.36,14.886
17.72,490.91,Peaty,Wheat,Zaid,Flood,East,188.78,9.67,10.513
31.75,406.78,Loamy,Rice,Kharif,Drip,Central,48.65,5.6,6.573
32.59,826.11,Loamy,Maize,Zaid,Flood,Central,75.49,11.58,12.289
26.29,405.59,Loamy,Barley,Rabi,Drip,West,85.24,8.21,8.901
38.6,869.83,Sandy,Wheat,Kharif,Drip,Central,175.78,9.7,13.984
18.17,317.87,Loamy,Barley,Rabi,Rainfed,Central,119.98,11.8,10.147
28.91,526.58,Clay,Sorghum,Kharif,Flood,South,54.47,9.52,10.266
29.03,648.91,Peaty,Rice,Rabi,Rainfed,Central,143.32,6.71,10.544
18.07,909.39,Silty,Barley,Zaid,Flood,West,169.32,9.02,11.69
39.65,309.52,Silty,Wheat,Kharif,Rainfed,West,157.02,4.4,8.865
33.33,1124.63,Peaty,Rice,Rabi,Drip,West,56.11,10.34,11.508
37.45,1387.18,Loamy,Barley,Zaid,Rainfed,East,80.86,6.38,12.292
22.75,1427.7,Peaty,Wheat,Kharif,Flood,Central,173.4,4.16,13.881
22.93,754.37,Silty,Barley,Rabi,Drip,West,34.63,8.77,8.778
35.0,1048.23,Loamy,Sorghum,Zaid,Drip,East,190.16,6.36,14.236
15.05,878.28,Clay,Barley,Rabi,Flood,South,24.34,6.16,8.463
37.13,772.18,Loamy,Barley,Rabi,Flood,East,111.32,9.36,11.359
18.89,1482.34,Loamy,Wheat,Kharif,Rainfed,East,133.26,7.77,13.062
37.55,870.46,Silty,Wheat,Rabi,Rainfed,North,125.03,4.41,9.979
34.67,1464.46,Silty,Rice,Kharif,Drip,East,112.61,9.85,14.708
32.85,331.68,Loamy,Maize,Kharif,Flood,East,34.05,6.84,9.55
33.69,1191.26,Clay,Barley,Kharif,Drip,West,196.93,4.06,13.55
35.81,1035.35,Clay,Rice,Kharif,Flood,North,47.73,9.56,11.412
33.95,655.74,Silty,Wheat,Kharif,Flood,Central,155.98,6.4,11.286
35.09,1433.69,Silty,Rice,Rabi,Sprinkler,East,20.2,8.51,13.11
29.15,296.53,Loamy,Barley,Kharif,Flood,North,53.77,7.66,7.581
30.51,704.81,Clay,Rice,Kharif,Drip,North,160.66,4.58,10.264
25.93,608.25,Clay,Wheat,Zaid,Drip,East,92.88,4.6,7.403
20.85,1184.12,Clay,Maize,Zaid,Flood,Central,21.75,9.72,9.479
30.73,1048.09,Peaty,Maize,Rabi,Rainfed,Central,136.82,5.9,12.025
17.16,1394.34,Loamy,Rice,Rabi,Drip,Central,111.04,6.43,12.078
38.25,388.83,Loamy,Sorghum,Zaid,Sprinkler,South,141.75,5.22,8.112
